,time,low,high,open,close,volume
0,18:05:00,5321.04,5327.0,5321.79,5323.78,33.63026423
1,18:10:00,5321.0,5325.75,5323.79,5325.74,13.75809094
2,18:15:00,5325.0,5336.38,5325.32,5336.27,74.2137282
3,18:20:00,5336.26,5347.0,5336.27,5340.0,63.58798081
4,18:25:00,5330.1,5348.29,5340.01,5336.32,149.64934169999998
5,18:30:00,5327.61,5338.94,5337.87,5329.71,12.73583235
6,18:35:00,5325.41,5330.0,5329.72,5326.82,12.72043723
7,18:40:00,5325.94,5332.11,5326.95,5330.02,16.18291771
8,18:45:00,5330.01,5338.25,5330.01,5338.15,23.65110615
9,18:50:00,5330.0,5338.17,5338.16,5330.0,7.11113212
10,18:55:00,5330.01,5335.36,5330.29,5330.01,15.05440196
11,19:00:00,5330.01,5331.2,5330.01,5330.02,3.37976108
12,19:05:00,5330.01,5331.0,5330.02,5330.99,3.63467278
13,19:10:00,5330.17,5332.0,5331.0,5331.25,9.32795519
14,19:15:00,5330.25,5332.0,5331.25,5331.95,12.69168277
15,19:20:00,5330.06,5337.49,5331.95,5335.33,31.87953262
16,19:25:00,5334.33,5336.2,5335.33,5336.02,11.64588337
17,19:30:00,5328.01,5336.03,5336.01,5329.17,12.98879656
18,19:35:00,5328.0,5330.01,5329.93,5329.23,10.79886793
19,19:40:00,5327.13,5329.26,5328.49,5328.4,7.42865696
20,19:45:00,5327.18,5328.41,5328.4,5327.19,4.87314222
21,19:50:00,5326.0,5327.27,5327.21,5327.27,10.413369699999999
22,19:55:00,5326.62,5327.27,5326.63,5327.27,6.642268799999999
23,20:00:00,5327.26,5330.58,5327.27,5329.62,10.73227065
24,20:05:00,5328.77,5330.8,5329.57,5328.82,7.87187224
25,20:10:00,5328.81,5328.82,5328.82,5328.82,9.62886654
26,20:15:00,5327.26,5328.82,5328.82,5328.38,4.7760305999999995
27,20:20:00,5328.38,5330.3,5328.38,5328.8,15.06357319
28,20:25:00,5328.79,5328.8,5328.8,5328.8,9.4105147
29,20:30:00,5328.79,5330.31,5328.8,5330.31,7.85460958
30,20:35:00,5330.3,5332.0,5330.3,5332.0,42.62288834
31,20:40:00,5331.99,5334.52,5332.0,5334.52,5.11688465
32,20:45:00,5334.51,5336.0,5334.51,5335.99,39.23255378
33,20:50:00,5334.01,5338.04,5336.0,5335.77,11.19661223
34,20:55:00,5335.77,5337.31,5335.78,5335.98,7.80617075
35,21:00:00,5335.98,5340.0,5335.99,5339.99,7.77397007
36,21:05:00,5335.66,5341.45,5339.99,5335.66,20.21117374
37,21:10:00,5335.66,5340.44,5335.68,5340.44,9.33901081
38,21:15:00,5338.94,5344.05,5340.44,5344.05,11.22168501
39,21:20:00,5341.5,5349.16,5342.91,5345.12,62.23439663
40,21:25:00,5340.04,5345.82,5345.09,5341.11,20.38215352
41,21:30:00,5341.1,5341.11,5341.1,5341.11,5.16680124
42,21:35:00,5335.67,5341.11,5341.11,5339.77,26.95960832
43,21:40:00,5335.66,5341.11,5339.57,5337.35,19.71587313
44,21:45:00,5334.16,5338.74,5337.35,5337.46,6.91981881
45,21:50:00,5335.11,5339.21,5337.46,5336.4,14.81431164
46,21:55:00,5336.0,5339.15,5337.85,5336.01,7.67943697
47,22:00:00,5327.27,5336.68,5336.0,5328.18,48.52933669
48,22:05:00,5326.62,5328.18,5328.17,5326.63,8.72884402
49,22:10:00,5324.61,5326.63,5326.63,5325.0,15.24437493
50,22:15:00,5323.22,5325.0,5324.99,5323.23,6.67673568
51,22:20:00,5323.23,5328.38,5323.24,5328.16,13.40593196
52,22:25:00,5326.12,5328.16,5328.16,5326.12,2.81484592
53,22:30:00,5322.0,5326.12,5326.12,5322.33,43.61425983
54,22:35:00,5322.03,5325.95,5323.97,5324.82,13.03142548
55,22:40:00,5322.28,5325.88,5323.3,5325.41,11.57794548
56,22:45:00,5324.1,5325.7,5325.68,5325.46,11.44118657
57,22:50:00,5322.08,5325.7,5325.46,5325.66,7.97755872
58,22:55:00,5325.66,5331.78,5325.66,5331.77,8.97335488
59,23:00:00,5329.99,5330.0,5329.99,5330.0,7.74027654
60,23:05:00,5320.0,5330.0,5329.99,5320.0,10.78751912
61,23:10:00,5320.0,5320.49,5320.03,5320.02,11.85050457
62,23:15:00,5316.76,5320.18,5320.18,5316.78,17.74315736
63,23:20:00,5311.33,5320.0,5316.78,5318.45,50.18668382
64,23:25:00,5316.51,5319.99,5318.45,5318.35,4.50328934
65,23:30:00,5317.96,5319.99,5317.97,5319.99,4.79873895
66,23:35:00,5318.06,5319.99,5319.99,5318.07,3.83497674
67,23:40:00,5313.91,5319.98,5318.06,5319.92,7.84296843
68,23:45:00,5312.33,5319.95,5318.27,5312.42,4.62191466
69,23:50:00,5311.01,5319.99,5311.8,5317.04,12.18311158
70,23:55:00,5312.7,5317.35,5317.04,5314.16,2.76667419
71,0:00:00,5327.83,5335.37,5327.83,5333.14,10.33875424
72,0:05:00,5332.47,5341.9,5333.14,5334.62,22.49264703
73,0:10:00,5328.42,5336.44,5336.28,5332.73,18.84836177
74,0:15:00,5332.65,5335.66,5332.72,5335.66,7.13953549
75,0:20:00,5335.65,5335.7,5335.66,5335.7,5.86971968
76,0:25:00,5330.01,5335.98,5335.69,5330.02,12.03524563
77,0:30:00,5330.01,5332.19,5330.19,5331.0,5.14620595
78,0:35:00,5319.06,5331.01,5331.01,5324.67,11.69662699
79,0:40:00,5318.33,5327.33,5324.69,5319.0,20.09393556
80,0:45:00,5315.0,5323.44,5318.35,5321.14,8.455412800000001
81,0:50:00,5317.11,5325.56,5321.14,5323.66,7.57608961
82,0:55:00,5322.77,5326.2,5324.93,5324.02,3.02966576
83,1:00:00,5324.02,5328.73,5324.02,5327.4,9.54039119
84,1:05:00,5327.06,5334.75,5327.38,5332.57,11.03460639
85,1:10:00,5330.77,5334.06,5332.57,5334.0,10.99091452
86,1:15:00,5327.0,5332.69,5332.69,5329.89,9.89620881
87,1:20:00,5328.67,5330.75,5329.21,5330.75,5.18633912
88,1:25:00,5328.61,5330.75,5330.74,5328.61,1.50040547
89,1:30:00,5325.0,5327.96,5327.96,5325.01,9.74926358
90,1:35:00,5325.0,5325.01,5325.0,5325.01,2.38973181
91,1:40:00,5325.0,5331.84,5325.01,5331.26,16.53464137
92,1:45:00,5330.26,5331.5,5331.27,5331.5,6.468013200000001
93,1:50:00,5330.08,5331.5,5331.5,5330.08,3.87575292
94,1:55:00,5329.55,5331.14,5330.07,5331.14,1.25630246
95,2:00:00,5331.49,5338.67,5331.5,5338.67,30.81888528
96,2:05:00,5338.67,5359.98,5338.67,5359.98,41.65248378
97,2:10:00,5326.26,5359.97,5359.97,5331.59,58.69183971
98,2:15:00,5331.58,5341.8,5331.59,5341.8,8.85937834
99,2:20:00,5321.81,5344.87,5343.47,5321.81,17.22465851
100,2:25:00,5321.81,5332.68,5321.81,5326.46,6.64361146
101,2:30:00,5317.0,5326.91,5326.31,5318.44,32.60124553
102,2:35:00,5318.13,5329.44,5322.45,5328.44,2.91550353
103,2:40:00,5320.0,5328.44,5328.44,5320.01,2.52649457
104,2:45:00,5320.0,5325.04,5320.01,5320.14,2.22722309
105,2:50:00,5320.07,5326.64,5322.28,5326.64,1.7234023999999997
106,2:55:00,5320.01,5327.14,5326.47,5320.02,9.20435861
107,3:00:00,5315.55,5320.02,5320.02,5315.56,2.5105289
108,3:05:00,5308.42,5315.56,5315.55,5308.42,7.54535312
109,3:10:00,5308.42,5318.47,5308.42,5318.47,7.22874081
110,3:15:00,5314.38,5321.26,5318.01,5321.26,3.78715537
111,3:20:00,5320.02,5329.58,5321.26,5329.58,6.47247297
112,3:25:00,5329.57,5333.21,5329.58,5333.19,5.17903535
113,3:30:00,5325.22,5333.24,5333.24,5327.17,1.77169764
114,3:35:00,5326.51,5328.7,5326.87,5326.66,2.09224219
115,3:40:00,5326.65,5328.33,5326.65,5327.06,2.49283458
116,3:45:00,5327.05,5327.06,5327.05,5327.06,2.19511838
117,3:50:00,5320.0,5327.06,5327.05,5320.0,42.2612882
118,3:55:00,5315.06,5325.78,5320.01,5319.57,19.70296598
119,4:00:00,5310.53,5319.57,5319.57,5312.3,11.88460461
120,4:05:00,5304.12,5316.05,5312.29,5304.2,32.5220876
121,4:10:00,5297.01,5310.51,5304.12,5301.82,70.74989662
122,4:15:00,5301.83,5309.99,5301.83,5309.73,14.91831166
123,4:20:00,5308.64,5310.0,5309.73,5310.0,4.98243823
124,4:25:00,5309.99,5313.63,5310.0,5313.62,13.89216888
125,4:30:00,5307.28,5313.63,5313.63,5307.29,5.02251585
126,4:35:00,5307.28,5307.29,5307.28,5307.29,4.43390232
127,4:40:00,5304.42,5312.98,5307.28,5311.38,13.47553005
128,4:45:00,5306.65,5311.38,5311.38,5307.12,2.57148954
129,4:50:00,5304.42,5315.0,5306.65,5315.0,12.84373602
130,4:55:00,5313.42,5316.69,5315.0,5314.71,8.42961927
131,5:00:00,5311.59,5314.71,5314.71,5313.35,6.03409113
132,5:05:00,5308.26,5313.35,5313.35,5308.85,12.82260206
133,5:10:00,5306.84,5308.85,5308.84,5306.89,6.56694449
134,5:15:00,5306.89,5312.02,5306.9,5311.7,7.18894582
135,5:20:00,5311.7,5312.54,5311.71,5312.54,4.08260969
136,5:25:00,5309.79,5313.35,5312.54,5313.35,9.0501523
137,5:30:00,5313.34,5317.83,5313.34,5317.03,4.38892906
138,5:35:00,5313.0,5317.03,5317.03,5313.0,8.95059206
139,5:40:00,5312.03,5315.02,5312.03,5312.09,5.70531334
140,5:45:00,5308.77,5313.0,5312.09,5308.77,5.44264213
141,5:50:00,5308.77,5308.78,5308.78,5308.77,4.76291608
142,5:55:00,5308.77,5308.78,5308.78,5308.78,12.79582427
143,6:00:00,5308.77,5317.86,5308.78,5317.04,28.32360852
144,6:05:00,5317.43,5319.82,5317.86,5318.5,5.12480092
145,6:10:00,5318.5,5320.0,5319.06,5320.0,3.00868837
146,6:15:00,5319.99,5330.34,5320.0,5325.49,16.381235399999998
147,6:20:00,5315.4,5327.36,5325.5,5316.7,11.3184379
148,6:25:00,5318.18,5322.47,5318.21,5322.39,5.73486984
149,6:30:00,5316.13,5322.39,5322.38,5319.12,5.77438575
150,6:35:00,5316.6,5319.85,5318.63,5318.12,3.0250575
151,6:40:00,5315.85,5318.27,5316.55,5315.85,3.80633533
152,6:45:00,5315.85,5315.86,5315.86,5315.86,6.54496652
153,6:50:00,5315.85,5319.36,5315.85,5316.83,3.88467558
154,6:55:00,5315.86,5320.0,5316.05,5319.34,5.89167938
155,7:00:00,5316.93,5323.44,5318.34,5323.25,12.49351197
156,7:05:00,5322.93,5323.7,5323.25,5323.7,14.82613393
157,7:10:00,5323.69,5328.65,5323.69,5326.52,9.01755599
158,7:15:00,5322.52,5326.51,5326.51,5323.63,4.29852585
159,7:20:00,5321.96,5327.53,5323.63,5324.02,10.13346108
160,7:25:00,5324.07,5327.67,5325.21,5326.01,4.10214888
161,7:30:00,5324.01,5331.19,5326.01,5328.68,30.71989298
162,7:35:00,5323.32,5329.7,5328.67,5323.32,6.06465317
163,7:40:00,5320.79,5323.09,5322.55,5321.44,6.01300819
164,7:45:00,5319.38,5321.48,5321.44,5319.45,16.15148096
165,7:50:00,5316.65,5320.0,5319.46,5317.13,15.99969975
166,7:55:00,5316.65,5320.0,5316.67,5320.0,10.36513292
167,8:00:00,5318.9,5320.25,5320.0,5320.25,11.04045059
168,8:05:00,5311.74,5320.25,5320.25,5311.74,25.66840566
169,8:10:00,5306.0,5312.04,5311.74,5312.04,16.70678811
170,8:15:00,5306.41,5313.47,5312.04,5310.82,21.66785259
171,8:20:00,5309.4,5311.59,5310.34,5309.4,7.26497911
172,8:25:00,5308.96,5314.69,5310.65,5314.69,5.73680507
173,8:30:00,5309.28,5316.2,5314.7,5311.95,13.52579486
174,8:35:00,5310.77,5314.5,5311.95,5312.34,6.33208176
175,8:40:00,5307.53,5312.34,5312.34,5312.25,8.66698672
176,8:45:00,5302.0,5312.23,5311.19,5302.0,38.0776064
177,8:50:00,5300.01,5310.37,5301.01,5310.37,15.40684438
178,8:55:00,5309.79,5313.09,5310.38,5312.06,15.91687743
179,9:00:00,5309.16,5312.86,5312.07,5312.22,11.00778052
180,9:05:00,5309.4,5314.97,5310.36,5313.57,19.60417972
181,9:10:00,5312.25,5319.67,5313.58,5318.72,11.26973253
182,9:15:00,5317.42,5322.08,5319.66,5321.99,37.23627694
183,9:20:00,5319.61,5322.0,5320.66,5321.97,10.50819426
184,9:25:00,5320.78,5322.2,5321.97,5322.19,14.87279765
185,9:30:00,5320.25,5338.28,5322.2,5330.68,29.83462467
186,9:35:00,5320.94,5330.69,5330.68,5323.29,16.48584104
187,9:40:00,5318.99,5323.76,5323.29,5321.57,13.61204349
188,9:45:00,5320.01,5322.19,5322.19,5320.01,23.82315733
189,9:50:00,5311.11,5320.01,5320.0,5311.92,10.34255306
190,9:55:00,5311.91,5317.26,5311.92,5317.25,13.91870607
191,10:00:00,5310.0,5317.26,5317.26,5317.25,11.36065727
192,10:05:00,5316.14,5326.73,5316.77,5326.73,19.68664477
193,10:10:00,5320.4,5326.73,5326.71,5321.27,16.909933499999998
194,10:15:00,5321.27,5323.38,5321.27,5323.38,9.72274901
195,10:20:00,5323.37,5328.25,5323.38,5324.31,6.01272559
196,10:25:00,5322.87,5326.62,5324.17,5326.62,5.47739099
197,10:30:00,5325.92,5329.79,5326.61,5329.79,21.41262029
198,10:35:00,5327.5,5329.79,5329.79,5328.84,19.94375627
199,10:40:00,5326.77,5328.84,5328.84,5326.89,11.94028094
200,10:45:00,5326.77,5326.89,5326.88,5326.89,12.40649472
201,10:50:00,5326.88,5326.89,5326.89,5326.89,17.79479431
202,10:55:00,5326.88,5334.82,5326.88,5329.27,17.25337982
203,11:00:00,5326.77,5329.66,5329.08,5328.94,9.52611877
204,11:05:00,5321.22,5328.94,5328.93,5323.92,42.30740673
205,11:10:00,5319.51,5323.94,5323.93,5323.63,6.51716455
206,11:15:00,5314.06,5323.59,5323.59,5320.61,21.14881428
207,11:20:00,5318.6,5324.41,5320.62,5319.39,11.134111599999999
208,11:25:00,5315.0,5321.96,5320.68,5319.43,8.28254041
209,11:30:00,5315.0,5320.0,5319.45,5319.32,16.03984632
210,11:35:00,5314.13,5320.0,5317.35,5320.0,27.32459519
211,11:40:00,5319.29,5325.0,5319.99,5325.0,15.561786699999999
212,11:45:00,5307.5,5325.0,5324.99,5316.0,35.23939341
213,11:50:00,5305.0,5318.54,5317.67,5308.12,28.79896197
214,11:55:00,5307.03,5309.78,5308.11,5307.04,5.42948043
215,12:00:00,5307.05,5314.42,5307.15,5312.56,14.615453599999999
216,12:05:00,5310.0,5315.01,5312.56,5314.99,8.50530238
217,12:10:00,5314.59,5315.89,5314.99,5315.89,7.56210491
218,12:15:00,5315.5,5318.97,5315.89,5318.97,11.2238494
219,12:20:00,5312.65,5318.97,5318.97,5314.64,11.56925273
220,12:25:00,5313.08,5315.42,5314.64,5314.3,6.25514118
221,12:30:00,5310.35,5314.3,5314.3,5311.19,15.24554209
222,12:35:00,5310.38,5313.12,5311.19,5312.87,11.41709823
223,12:40:00,5310.0,5312.87,5312.86,5311.47,12.04630901
224,12:45:00,5310.55,5312.67,5311.47,5312.66,9.2904614
225,12:50:00,5312.65,5316.73,5312.65,5316.73,9.13936134
226,12:55:00,5314.75,5317.51,5316.69,5314.76,22.97716872
227,13:00:00,5311.98,5315.18,5314.75,5314.27,9.58129506
228,13:05:00,5312.78,5315.34,5314.26,5315.2,8.1311429
