,time,low,high,open,close,volume,date
0,17:00:00,9333.57,9353.75,9334.98,9336.05,27.20424495,01_31_2020
1,17:05:00,9331.13,9340.0,9336.06,9339.86,16.06816613,01_31_2020
2,17:10:00,9339.86,9363.07,9339.87,9359.29,22.99216599,01_31_2020
3,17:15:00,9355.0,9364.33,9359.29,9358.01,17.85103215,01_31_2020
4,17:20:00,9356.0,9364.96,9358.56,9357.44,13.70589442,01_31_2020
5,17:25:00,9343.14,9357.46,9356.2,9343.16,17.34373752,01_31_2020
6,17:30:00,9343.15,9354.67,9343.16,9350.96,35.8144381,01_31_2020
7,17:35:00,9348.57,9371.18,9350.95,9364.77,18.54382968,01_31_2020
8,17:40:00,9364.77,9384.0,9364.78,9376.5,15.10171747,01_31_2020
9,17:45:00,9358.17,9378.71,9376.5,9366.88,8.51284569,01_31_2020
10,17:50:00,9365.57,9378.55,9366.88,9372.8,10.52280244,01_31_2020
11,17:55:00,9367.06,9378.34,9372.8,9373.26,7.18345313,01_31_2020
12,18:00:00,9370.63,9389.99,9373.26,9379.08,16.01261089,01_31_2020
13,18:05:00,9370.78,9379.99,9379.08,9379.99,9.06132995,01_31_2020
14,18:10:00,9375.97,9400.0,9379.99,9399.01,54.44385233,01_31_2020
15,18:15:00,9383.23,9406.0,9399.01,9385.8,18.41469024,01_31_2020
16,18:20:00,9385.0,9399.01,9385.8,9395.31,14.76393345,01_31_2020
17,18:25:00,9390.9,9396.06,9394.3,9395.95,9.43595607,01_31_2020
18,18:30:00,9378.17,9402.3,9395.95,9382.3,35.74593417,01_31_2020
19,18:35:00,9372.47,9383.51,9382.3,9380.71,16.94266733,01_31_2020
20,18:40:00,9375.0,9384.0,9380.79,9383.99,8.20171509,01_31_2020
21,18:45:00,9383.99,9390.73,9384.0,9386.43,8.94865272,01_31_2020
22,18:50:00,9385.39,9404.99,9386.46,9404.98,31.2823479,01_31_2020
23,18:55:00,9404.0,9424.0,9406.3,9419.99,33.49916344,01_31_2020
24,19:00:00,9396.86,9427.66,9420.0,9406.0,35.27802186,01_31_2020
25,19:05:00,9394.74,9420.01,9405.95,9420.01,9.43965394,01_31_2020
26,19:10:00,9412.27,9445.48,9420.09,9435.09,36.42967108,01_31_2020
27,19:15:00,9435.0,9458.08,9435.09,9438.63,43.78574897,01_31_2020
28,19:20:00,9418.49,9439.5,9436.04,9430.93,12.5116296,01_31_2020
29,19:25:00,9424.76,9434.86,9427.35,9427.3,21.33367801,01_31_2020
30,19:30:00,9426.64,9453.95,9426.65,9441.35,26.35571862,01_31_2020
31,19:35:00,9435.03,9453.36,9448.71,9435.74,13.78916692,01_31_2020
32,19:40:00,9431.96,9441.63,9435.73,9437.39,8.3299582,01_31_2020
33,19:45:00,9424.31,9438.62,9438.53,9425.14,8.91394968,01_31_2020
34,19:50:00,9415.44,9426.0,9425.15,9422.79,13.11594497,01_31_2020
35,19:55:00,9421.0,9432.92,9424.64,9431.5,5.8027917,01_31_2020
36,20:00:00,9429.93,9445.87,9431.41,9436.56,17.25457419,01_31_2020
37,20:05:00,9416.08,9436.56,9436.56,9419.29,12.12557012,01_31_2020
38,20:10:00,9418.47,9434.12,9419.98,9425.13,7.18669753,01_31_2020
39,20:15:00,9405.66,9425.13,9425.13,9409.8,113.24372901,01_31_2020
40,20:20:00,9400.0,9409.86,9409.8,9409.86,31.99056438,01_31_2020
41,20:25:00,9409.86,9419.81,9409.86,9419.05,13.04845271,01_31_2020
42,20:30:00,9407.74,9422.23,9419.09,9411.83,10.88511611,01_31_2020
43,20:35:00,9396.72,9409.59,9409.59,9402.06,22.33243875,01_31_2020
44,20:40:00,9400.01,9411.24,9402.06,9410.66,9.19635657,01_31_2020
45,20:45:00,9403.35,9416.28,9411.3,9404.41,8.222248200000001,01_31_2020
46,20:50:00,9398.14,9404.4,9404.39,9402.87,11.21839958,01_31_2020
47,20:55:00,9401.62,9420.74,9402.56,9416.29,15.63195221,01_31_2020
48,21:00:00,9416.28,9439.86,9416.29,9430.9,36.36812753,01_31_2020
49,21:05:00,9419.9,9430.91,9430.9,9420.37,17.55111277,01_31_2020
50,21:10:00,9406.98,9422.65,9420.37,9409.11,16.54517413,01_31_2020
51,21:15:00,9404.46,9431.74,9407.67,9431.73,38.91338187,01_31_2020
52,21:20:00,9420.18,9431.74,9431.73,9421.14,6.67612683,01_31_2020
53,21:25:00,9417.12,9425.0,9420.29,9424.99,7.03090922,01_31_2020
54,21:30:00,9423.88,9438.06,9424.99,9426.85,68.84720229,01_31_2020
55,21:35:00,9421.94,9428.88,9426.85,9422.02,12.92880329,01_31_2020
56,21:40:00,9422.08,9425.0,9422.86,9424.99,4.37857026,01_31_2020
57,21:45:00,9412.07,9425.0,9425.0,9412.98,6.25694322,01_31_2020
58,21:50:00,9394.39,9412.98,9412.97,9396.62,7.80358118,01_31_2020
59,21:55:00,9390.13,9401.83,9399.51,9391.86,8.50852981,01_31_2020
60,22:00:00,9384.11,9398.3,9391.86,9395.89,12.72404549,01_31_2020
61,22:05:00,9397.95,9404.01,9397.95,9398.58,3.82235356,01_31_2020
62,22:10:00,9394.0,9400.0,9398.58,9395.03,17.54941996,01_31_2020
63,22:15:00,9387.37,9395.03,9395.03,9387.38,5.67320311,01_31_2020
64,22:20:00,9385.2,9397.0,9387.38,9397.0,11.49107398,01_31_2020
65,22:25:00,9396.99,9403.59,9397.0,9398.36,5.22945673,01_31_2020
66,22:30:00,9391.45,9401.67,9398.36,9395.0,5.04088738,01_31_2020
67,22:35:00,9394.81,9400.0,9394.99,9400.0,8.11522444,01_31_2020
68,22:40:00,9399.99,9400.0,9400.0,9400.0,4.56554769,01_31_2020
69,22:45:00,9396.2,9403.49,9400.0,9400.01,14.30759455,01_31_2020
70,22:50:00,9390.0,9400.02,9400.01,9390.0,3.94538468,01_31_2020
71,22:55:00,9370.68,9390.01,9390.01,9377.26,38.75539208,01_31_2020
72,23:00:00,9376.33,9391.85,9377.26,9387.51,9.81836364,01_31_2020
73,23:05:00,9385.88,9389.0,9385.88,9388.27,3.63880324,01_31_2020
74,23:10:00,9378.83,9388.03,9387.23,9379.13,8.93867465,01_31_2020
75,23:15:00,9376.68,9388.12,9379.12,9380.77,2.55794644,01_31_2020
76,23:20:00,9380.76,9392.27,9380.77,9392.27,9.23732915,01_31_2020
77,23:25:00,9388.9,9396.65,9392.27,9394.27,11.456431,01_31_2020
78,23:30:00,9392.66,9397.6,9396.42,9392.67,8.00747882,01_31_2020
79,23:35:00,9387.96,9392.67,9392.67,9390.02,3.18154702,01_31_2020
80,23:40:00,9390.01,9399.07,9390.02,9397.93,8.211923599999999,01_31_2020
81,23:45:00,9392.77,9399.56,9397.93,9395.17,5.27986136,01_31_2020
82,23:50:00,9387.72,9395.3,9395.11,9390.1,3.73382158,01_31_2020
83,17:00:00,9370.94,9380.18,9380.18,9372.94,18.00432637,02_01_2020
84,17:05:00,9351.92,9372.95,9372.85,9359.51,53.69404491,02_01_2020
85,17:10:00,9353.62,9374.36,9359.18,9357.02,9.93297872,02_01_2020
86,17:15:00,9350.0,9360.23,9357.02,9355.71,8.39503276,02_01_2020
87,17:20:00,9354.4,9366.17,9356.99,9358.08,7.04051918,02_01_2020
88,17:25:00,9345.31,9360.96,9358.13,9346.88,19.69714911,02_01_2020
89,17:30:00,9322.0,9346.88,9346.87,9334.99,36.58983945,02_01_2020
90,17:35:00,9330.16,9340.82,9334.98,9332.32,12.47967966,02_01_2020
91,17:40:00,9332.32,9353.14,9332.32,9352.02,13.19811347,02_01_2020
92,17:45:00,9324.61,9352.02,9352.02,9335.68,16.60143035,02_01_2020
93,17:50:00,9316.98,9335.68,9335.68,9322.33,31.17919644,02_01_2020
94,17:55:00,9310.0,9323.81,9322.32,9313.62,28.14099521,02_01_2020
95,18:00:00,9303.0,9320.0,9313.61,9320.0,19.07046468,02_01_2020
96,18:05:00,9312.6,9320.0,9320.0,9317.0,16.29756885,02_01_2020
97,18:10:00,9304.84,9317.0,9317.0,9312.06,19.63513566,02_01_2020
98,18:15:00,9301.47,9312.05,9312.05,9304.61,20.78982424,02_01_2020
99,18:20:00,9304.6,9311.98,9304.6,9310.78,23.58376592,02_01_2020
100,18:25:00,9310.78,9328.95,9310.78,9324.06,20.26077645,02_01_2020
101,18:30:00,9324.06,9330.38,9324.07,9328.44,8.07821599,02_01_2020
102,18:35:00,9315.01,9328.74,9328.74,9317.37,9.61436272,02_01_2020
103,18:40:00,9317.36,9320.32,9317.37,9319.72,11.12852292,02_01_2020
104,18:45:00,9319.71,9335.07,9319.72,9325.67,39.38640807,02_01_2020
105,18:50:00,9322.19,9329.26,9325.67,9329.26,26.21343332,02_01_2020
106,18:55:00,9315.86,9329.27,9329.25,9315.91,13.52993957,02_01_2020
107,19:00:00,9315.86,9315.92,9315.92,9315.87,5.38078833,02_01_2020
108,19:05:00,9301.0,9315.87,9315.87,9301.02,15.65228539,02_01_2020
109,19:10:00,9248.0,9301.06,9301.02,9259.1,292.48592017,02_01_2020
110,19:15:00,9240.14,9273.68,9259.11,9254.04,38.42271728,02_01_2020
111,19:20:00,9252.44,9267.45,9253.98,9257.6,22.89700497,02_01_2020
112,19:25:00,9255.01,9267.11,9259.29,9264.2,17.44941072,02_01_2020
113,19:30:00,9231.82,9264.19,9264.19,9241.72,91.83727211,02_01_2020
114,19:35:00,9241.03,9253.41,9241.72,9245.01,23.59161055,02_01_2020
115,19:40:00,9244.11,9274.0,9245.01,9273.61,19.25518159,02_01_2020
116,19:45:00,9263.61,9278.31,9273.61,9277.38,14.82203056,02_01_2020
117,19:50:00,9269.59,9282.46,9278.3,9270.47,13.36152989,02_01_2020
118,19:55:00,9251.66,9271.88,9270.23,9256.48,30.14788888,02_01_2020
119,20:00:00,9241.46,9269.24,9256.49,9261.94,28.39601274,02_01_2020
